"fat" "protein" "pH"
3.32e-05 -5.26e-05 -0.000124238
7.72e-05 -0.000136528 -8.39e-05
0.000324017 -7.52e-05 -2.65e-06
-5.08e-07 -4.61e-05 -5.25e-05
5.29e-05 -2.23e-05 -5.46e-05
4.79e-05 0.000265432 3.25e-05
0.000114949 0.000273519 1.81e-05
4.17e-05 2.15e-05 -7.59e-05
8.23e-05 3.49e-05 5.08e-05
1.81e-05 6.73e-05 0.000292571
6.74e-05 2.9e-05 2.22e-06
-0.000160351 7.71e-05 -7.7e-06
-0.000162382 8.38e-05 -9.33e-06
-5.83e-05 8.73e-06 0.000672059
2.87e-05 0.00010151 -5.71e-05
5.06e-05 0.000141252 2.97e-05
5.78e-05 -3.41e-05 3.2e-05
8.48e-05 2.09e-05 -3.14e-05
6.17e-05 -8.03e-05 -0.000312669
9.31e-05 8.17e-05 0.000142292
-4.45e-06 4.4e-06 -0.000158207
6.45e-05 -4.8e-05 -9.64e-05
0.000138221 -8.31e-05 -0.00012033
-7.48e-05 6.09e-05 -0.000142586
-0.000104943 -5.49e-05 -0.000185434
-0.000417685 1.42e-05 -3.6e-05
-9.69e-05 0.000156207 0.000189548
-0.00010974 2.96e-05 7.41e-06
-0.000147796 3.3e-05 5.62e-05
-1.48e-05 0.000194534 -5.41e-05
0.000174065 1.28e-05 1.58e-05
9.89e-05 3.5e-05 0.000143652
-0.000112155 -9.26e-06 4.76e-05
-8.36e-05 -4.13e-05 -7.05e-05
-6.08e-05 6.76e-05 -4.44e-05
-7.64e-05 5.13e-06 -0.000171373
-1.26e-05 0.000231785 -3.88e-05
4.72e-05 9.84e-06 2.58e-06
-2.52e-05 8.81e-06 -1.82e-05
-2.94e-05 -0.000135516 -0.000107107
-0.000144939 -6.9e-05 -0.000224605
-6.07e-05 -4.84e-05 -0.000242055
-0.000172883 8.33e-06 9.5e-06
-8.47e-05 9.03e-05 -5.69e-06
-7.98e-05 -1.04e-05 -1.67e-05
-3.22e-05 7.34e-05 8.36e-05
-8.63e-05 0.000103408 0.000138141
-0.000110755 -2.34e-05 -7.05e-05
1.03e-05 -2.76e-05 3.98e-05
2.19e-05 1.08e-05 -0.000478724
6.69e-05 0.000295806 5.19e-05
0.000125273 0.000146945 0.000103972
6.85e-05 -3.91e-06 3.83e-05
0.000108894 7.11e-05 8.15e-05
-3.34e-05 4.58e-05 -6.89e-05
1.21e-06 -2.12e-05 4.18e-05
-3.75e-06 -4.3e-06 -4.84e-05
4.7e-05 -5.14e-05 9.17e-05
-2.46e-06 -9.38e-06 0.000196254
-0.000120945 0.000135542 -3.97e-05
6.04e-05 -5.97e-06 4.89e-05
8.2e-06 1.6e-05 -0.000145638
5.06e-05 -3.35e-05 5.23e-05
4.12e-05 9.88e-05 5.58e-06
0.000100835 5.28e-05 0.000143922
8.47e-05 2.37e-05 0.000146651
1.76e-05 0.000110691 0.000129529
-9.32e-05 7.29e-05 -8.79e-05
-4.71e-05 8.73e-05 3.02e-05
3.95e-05 -0.000180944 -6.57e-05
-8.01e-05 -0.000147788 -5.22e-05
6.32e-05 -4.17e-05 -0.000417564
9.9e-06 -1.51e-05 -0.000162785
1.48e-06 -6.74e-07 -3.45e-05
-9.88e-06 2.47e-05 -0.000747115
0.000116796 0.000116616 -8.14e-05
5.37e-05 -1.11e-05 8.43e-05
-2.74e-06 -5.9e-06 0.000219989
-0.000106458 1.27e-05 2.02e-05
-9.38e-05 -5.55e-05 5.81e-05
-6.35e-05 -1.06e-05 0.00020732
9.43e-05 6.5e-05 5.9e-06
-0.00016484 -2.56e-05 1.46e-05
-0.000330167 -2.6e-05 -4.72e-05
-0.000314656 -1.86e-05 -4.64e-05
0.000100058 -2.43e-05 0.000137696
-0.000155731 5e-06 -6.73e-06
2.9e-05 1.44e-05 -3.96e-05
-4.91e-05 -2.88e-05 -0.000175283
3.78e-05 -1.87e-05 -4.61e-05
-4.15e-05 -5.92e-05 -0.00014447
-5.67e-05 2.17e-06 -0.000178705
-1.11e-06 6.04e-05 -0.000156644
8.6e-05 8.76e-05 -7.92e-05
7.36e-06 -3.32e-05 -1.29e-05
-2.77e-05 -4e-06 -3.72e-05
-0.000148746 -4.48e-05 -9.58e-05
-2.6e-05 0.000175187 -6.07e-05
-4.43e-05 5.95e-05 0.00026701
-4.84e-05 3.95e-05 0.000237567
-3.81e-05 0.000112203 9.59e-05
5.07e-06 -7.96e-06 0.000160341
2.91e-05 -0.00021404 -0.000153519
1.85e-05 0.000201107 -0.000252741
-2.09e-05 -3.85e-05 0.000114677
1.48e-05 1.05e-05 7.98e-05
-5.74e-05 0.000105725 -0.000136433
-3.77e-05 7.18e-05 -0.000229857
-1.54e-05 8.63e-05 4.03e-05
7.97e-05 0.000376188 4.84e-05
-7.87e-05 -0.000104897 -0.000201504
7.82e-05 0.000218014 -1.92e-05
-9.31e-05 -1.21e-05 8.37e-06
-3.93e-05 -5.37e-05 4.25e-05
0.000109539 0.000103241 -2.84e-05
-1.23e-07 7.81e-05 0.000112563
-2.1e-05 5.73e-06 3.37e-05
6.65e-05 0.000107981 -8.26e-05
5.75e-05 0.00017731 0.000166102
-0.000100409 -7.47e-05 0.000134382
4.87e-05 4.81e-05 0.000168704
7.14e-05 -6.15e-05 -9.65e-05
-0.00010176 -3e-05 -5.37e-05
-3.31e-05 3.2e-05 -9.1e-05
-7.84e-05 -0.000110763 0.000274745
-2.52e-07 0.000417166 0.000121434
-7.18e-05 -0.000225153 3.9e-05
8.66e-05 -5.5e-05 -0.000807794
-4.44e-05 6.84e-05 0.000141251
4.57e-05 0.000211664 0.000250688
-5.72e-05 0.000399909 0.000161587
-7.39e-05 -0.000118248 -7.29e-05
-7.16e-05 3.87e-05 2.55e-05
-6.21e-05 -1.71e-05 4.69e-05
-5.41e-05 0.000133256 4.58e-05
3.28e-05 -1.22e-05 0.000219242
2.74e-05 3.75e-06 0.000255489
-4.29e-05 -0.000107617 -0.000188208
2.48e-05 -2.19e-05 -0.00012084
-8.08e-06 -0.00063976 -5.08e-05
-4.27e-05 -0.001524045 -4.34e-05
-9.84e-06 -1.68e-05 8.83e-05
2.99e-05 -0.000132085 -0.00012961
2.69e-05 -0.00017847 -5.13e-05
6.94e-05 -0.000212406 -7.89e-05
9.01e-05 3.33e-05 7.37e-05
-1.27e-05 -8.63e-05 -0.000112468
2.58e-05 -0.000125046 -9.65e-05
1.37e-05 -0.000270588 1.74e-05
2.1e-06 7.44e-05 0.000334615
2.69e-05 -5.19e-05 -0.001153831
3.35e-05 6.54e-06 -0.000273314
-7.03e-05 7.56e-05 2.46e-05
-0.000152131 0.000103173 -1.05e-05
-5.81e-06 1.09e-06 8.19e-05
1.92e-05 -0.000197882 -7.12e-05
5.6e-05 8.55e-05 -0.000139182
-0.000179586 -0.000175308 -8.24e-05
-3.39e-05 -9.58e-05 -0.000156597
-0.000212244 -0.000219694 -0.000407058
-3.74e-05 -0.000111173 7.11e-06
-9.36e-05 0.000147272 5.62e-06
-0.000397683 -0.000136602 4.74e-06
-0.00035256 -0.000138721 1.28e-05
-8.05e-05 1.57e-05 0.000118422
-6.11e-05 -7.84e-05 -5.7e-05
-9.32e-05 -0.000120329 -4.24e-05
-0.000102216 7.71e-05 0.000113474
2.79e-05 -6.46e-05 2.69e-05
8.85e-05 -8.85e-05 9.84e-05
8.85e-05 -8.64e-05 9.51e-05
-0.000216157 1.5e-05 0.000111361
4.8e-05 3.53e-05 -9.57e-05
6.54e-05 8.8e-05 -9.66e-05
3.5e-06 0.000106276 -1.99e-05
3.87e-05 2.46e-06 5.81e-06
1.65e-05 -1.06e-05 -6.41e-05
-3.08e-05 3.98e-05 -0.000620112
2.38e-05 -2.5e-05 -2.5e-05
-5.25e-05 -2.67e-05 -0.000246667
0.000124685 0.000894241 0.000165045
-0.000185788 -0.000242987 0.000149222
1.88e-05 -9.49e-06 -0.000283603
5.44e-05 -9.71e-05 -0.000108717
2.89e-05 -0.000301291 -7.21e-05
3.04e-05 -0.000325851 -7.26e-05
-4.36e-06 -0.00015305 -9.33e-06
1.46e-05 -0.000288545 -7.33e-05
-1.21e-05 2.06e-05 0.000146821
4.59e-06 0.000112773 -0.000162905
6.47e-05 0.000339238 -0.00032124
-7.36e-05 -1.24e-05 -0.000270522
9.73e-05 4.14e-05 0.000272601
-9.63e-06 -3.82e-05 -1.79e-05
-3.34e-05 0.001647027 2.77e-05
6.34e-06 -0.00011221 3.42e-06
-6.63e-05 0.000991839 -4.11e-05
-8.78e-05 5.51e-05 7.4e-05
8.19e-06 0.000130391 -6.34e-05
6.07e-06 -0.000134249 1.67e-05
4.42e-06 -0.000126275 1.67e-05
7.26e-05 -0.000127136 -3.37e-05
8.23e-05 -0.000123973 -5.42e-06
0.000141967 -5.94e-05 -1.04e-05
-3.57e-05 3.86e-05 6.21e-06
1.35e-05 8.66e-06 5.09e-05
-7.28e-05 0.000175022 -0.000161369
-5.23e-05 6.72e-05 -1.19e-05
0.000103208 -1.21e-05 -2.04e-05
1.17e-06 -5.02e-05 8.66e-05
3.09e-05 -0.00049507 -0.000196677
0.00011921 -2.54e-05 -0.000113675
-1.79e-05 3.34e-05 4.36e-05
6.31e-06 -3.1e-05 -0.000111226
1.94e-05 3.59e-05 -8.85e-05
-4.48e-05 -9.17e-05 6.42e-06
-6.6e-08 -2.35e-05 -0.000105647
5.67e-05 8.34e-05 -2.39e-05
3.29e-05 2.59e-05 0.000199259
-5.53e-05 -0.000103685 8.55e-05
-0.000119549 6.19e-05 3.98e-05
6.06e-05 -0.000143521 -0.000147033
-0.000265065 -0.000227393 2.11e-05
2.82e-05 0.000437236 -0.000126297
-9.33e-05 -0.000133346 3.39e-06
-0.000197479 -6.83e-05 2.11e-05
1.73e-05 7.31e-05 5.27e-05
-2.31e-05 -0.000127083 -0.000158734
4.13e-05 8.78e-05 5.23e-05
0.000110172 -2.51e-05 0.000152473
-3.91e-05 -5.21e-05 7.55e-05
-7.07e-05 -8.98e-05 0.000165875
-0.000503965 0.000114942 8.15e-05
3.86e-05 -0.000202087 3.3e-05
-2.41e-05 -4.88e-05 0.000208333
8.34e-06 -2.01e-05 2.07e-05
-2.42e-05 -4.47e-05 -5.5e-05
5.22e-06 7.76e-06 4.56e-05
3.91e-05 -1.96e-05 -2.52e-05
-1.23e-05 -0.000151484 -3.48e-06
-2.88e-05 -0.000164085 6.29e-05
-8.3e-05 -0.000472155 0.000160259
5.46e-05 -0.000100797 3.99e-06
1.27e-05 9.75e-05 -0.000109863
-2.61e-05 -0.00021033 0.000120534
1.45e-05 -0.0002172 -7.74e-05
4.33e-05 5.7e-05 -0.000201349
-0.000113075 -9.59e-06 -0.000211346
-8.54e-05 -2.81e-05 -1.78e-05
0.00011933 0.000117376 2.45e-05
-1.18e-05 9.81e-05 8.24e-05
-0.000120149 0.000114929 -8.3e-06
-0.000296446 6.93e-05 -9.03e-05
2.55e-05 -7.19e-05 -9.5e-06
-4.4e-05 -4.58e-06 -2.01e-05
0.000143131 0.000128561 -5.29e-05
-3.39e-05 -4.64e-05 -0.000136515
2.34e-06 -7.09e-05 -5.61e-05
-7.94e-05 5.28e-06 -6.69e-05
0.000151773 -2.89e-05 9.08e-07
8.97e-05 -2.29e-05 2.49e-05
5.21e-05 4.41e-05 6.58e-05
5.11e-05 4.19e-05 6.91e-05
2.25e-05 -2.79e-05 8.76e-06
9.54e-06 6.18e-05 -0.000102445
-8.25e-05 4.36e-05 -3.47e-05
-0.00012306 5.83e-06 4.62e-05
-7.39e-05 -2.6e-05 -0.000182965
3.17e-05 -0.000239414 1.1e-05
-4.29e-07 -0.000851031 -4.06e-06
-5.86e-05 -5.36e-05 -1.85e-05
-0.00014294 0.000117567 5.62e-05
0.000129017 -4.4e-06 -7.77e-05
0.000102725 -4.01e-05 7.21e-05
-0.000367711 -2.32e-05 -0.000260798
-9.06e-05 -0.000129052 4.74e-05
-9.38e-05 7.83e-05 3.13e-06
0.000205328 0.000174277 -7.26e-05
5.47e-05 -0.000129064 -3.19e-05
-0.000101715 -5.59e-05 -5.66e-05
5.49e-05 4.32e-05 -6.95e-05
-8.48e-05 6.56e-05 0.000170591
0.000128071 -0.000169654 -0.00012719
0.00013507 0.000121366 -0.000158318
6.95e-05 0.000509654 3.88e-05
3.43e-05 6.48e-05 6.88e-05
-0.000163109 -0.000117553 3.28e-05
-4.23e-05 -1.78e-05 -8.64e-06
-0.000224993 -0.000116458 -1.59e-05
-0.000100146 -0.000192019 4.74e-05
-6.12e-05 -2.61e-05 -0.000108013
-0.000282586 -0.000149804 2.44e-05
-7.79e-05 -1.42e-06 7.19e-06
0.000104092 1.04e-05 -1.84e-05
-4.17e-05 -4.46e-05 -4.88e-05
4.25e-05 -0.000185888 3.81e-05
2.53e-05 2.61e-05 -8.29e-05
0.000169742 0.000152861 0.000118174
-0.000225634 -0.000229362 -0.000208154
-8.83e-05 3.77e-05 -0.000151777
-3.63e-05 -1.73e-05 5.3e-05
-0.000133018 2.32e-05 -4.31e-05
0.000137624 -1.02e-05 -1.56e-05
5.37e-05 -1.07e-05 0.000193477
-3.22e-05 0.00010325 1.6e-05
-4.54e-05 1.89e-05 1.41e-05
0.000146899 -0.000132717 0.00012749
2.88e-05 -1.26e-05 -0.000170797
-0.000188937 -7.85e-05 2.73e-05
1.37e-06 -7.05e-05 -2.93e-05
-7.28e-05 -2.73e-05 5.74e-05
-4.24e-05 4.98e-05 4.11e-05
4.68e-05 -6.03e-05 7e-05
5.48e-05 3.83e-05 -3.62e-05
7.82e-05 -4.08e-05 -0.000101468
-0.000311967 -6.86e-05 -1.32e-05
-0.000128331 -4.21e-06 -4.13e-05
-0.000186879 5.4e-05 9.14e-05
7.03e-05 0.0001305 -1.53e-05
3.57e-05 -0.000299465 -8.37e-05
-5.14e-05 4.39e-05 -2.78e-05
6.13e-05 0.00016405 0.000129578
6.18e-05 -0.000291509 -0.000190345
2.46e-05 -0.000915483 -0.000630128
1.26e-05 -0.00044054 -2.74e-05
3.44e-05 0.000372341 9.63e-05
-4.9e-05 1.1e-05 0.000213975
-0.000149001 -0.000102998 -0.00018614
-0.000156582 -0.000176877 -0.000201059
-0.000167189 6.39e-07 0.000123502
7.18e-05 -0.000115866 4.73e-05
-2.05e-05 0.000122023 0.000120313
6.74e-06 -8.83e-05 -0.000227023
-7.3e-05 -0.000161083 1.24e-05
-3.04e-05 0.000103021 -2.96e-05
-6.92e-05 -0.000162127 -3.96e-05
-0.000108874 -0.000183478 -7.13e-05
-2.3e-05 -9.1e-05 0.000109522
-6.69e-05 -0.000108748 0.00029458
5.45e-05 2.97e-05 0.000126523
-1.57e-05 -0.000136047 -4.16e-05
2.21e-05 -3.86e-06 8.72e-05
-6.01e-05 -3.41e-05 2.43e-05
-4.78e-06 -0.000102574 -9.11e-05
-4.8e-05 5.65e-05 6.57e-06
-0.000126714 -2.45e-05 -4.51e-05
7.15e-05 0.00012025 0.000223663
6.68e-05 0.000116474 0.000220404
2.93e-05 -7.77e-05 0.000126443
-0.000121295 -1.94e-05 -2.85e-05
9.66e-05 -4.11e-05 -0.000164097
-7.21e-05 -0.000161437 0.000169443
-5.71e-05 3.89e-05 9.17e-05
-1.76e-05 -1.57e-05 -3.36e-05
-1.33e-05 -5.45e-05 8.7e-05
0.000270299 8.77e-05 0.001614799
-0.000128736 2e-05 -3.55e-05
-9.22e-05 -6.38e-05 -8.56e-05
-6.94e-05 4.23e-06 5.63e-05
-4.41e-05 -1.21e-05 -1.31e-05
5.35e-06 -3.17e-07 -4.78e-05
-9.07e-06 -9.33e-05 -5.78e-05
1.66e-05 2.1e-05 -3.35e-05
-6.65e-05 3.55e-05 9.94e-05
-3.91e-05 -7.57e-05 -3.94e-05
2.06e-05 -1.13e-05 0.000134696
4.22e-05 -7.57e-05 0.000145044
1.51e-05 6.11e-06 -5.22e-06
6.7e-06 -3.93e-05 -0.000227289
0.000207882 4.89e-05 0.000369285
-1.94e-06 -6.52e-05 -7.14e-05
-2.28e-05 -0.000361599 0.000188264
8.34e-06 -0.000101938 -0.000161687
-8.85e-05 -1.95e-05 0.000121849
4.39e-05 -5.19e-05 0.000108131
9.2e-05 9.36e-06 2.9e-05
6.46e-07 0.000119562 -0.000128059
1.26e-05 -1.7e-05 -9.23e-05
9.23e-06 0.000190517 -0.000161099
5.78e-05 -8.43e-05 0.00011838
3.23e-05 0.000153089 8.54e-05
7.07e-05 3.33e-05 -0.000678255
1.07e-05 2.11e-05 -0.000135534
5.44e-05 1.19e-06 0.000134192
2.81e-05 1.43e-05 0.000372036
2.73e-05 9.14e-05 0.000303224
-9.93e-05 -0.000117065 -0.000270257
-2.54e-05 -4.05e-06 -6.37e-05
4.05e-05 0.000167427 7.2e-05
0.000131651 -0.000108024 -3.56e-06
0.000266073 0.000431144 7.6e-05
4.06e-05 8e-05 8.94e-05
5.65e-05 9.14e-05 0.000113262
1.38e-05 9.49e-05 -2.72e-05
-0.000254322 -0.000235423 -0.000148034
-0.000132196 -0.00010227 -2.83e-05
-7.67e-06 0.0001427 0.000496244
-2.87e-06 0.000130975 -0.000832685
-3.82e-06 0.000123254 -0.000753352
8.72e-05 0.000129833 1.94e-05
6.75e-05 0.000351092 -1.69e-05
-0.000118177 1.74e-05 -0.000312235
0.000117213 4.29e-05 1.27e-05
1.64e-05 -2.61e-05 3.44e-05
-0.000166821 4.46e-05 -0.000226399
-6.2e-05 -0.000407636 0.000180887
0.000113812 0.000234724 3.95e-05
0.000205593 2.12e-05 0.000216395
-1.26e-05 -3.53e-05 8.95e-05
5.03e-05 0.000519929 -9.95e-05
2.28e-05 -4.91e-06 0.000149518
4.01e-05 -5.23e-05 8.38e-05
-5.02e-05 8.06e-05 -4.61e-05
1.36e-05 5.88e-05 -0.000108874
-9.82e-05 -0.000693108 -3.83e-05
-5.41e-05 -8.27e-05 3.39e-06
-0.000186291 -0.000243236 -0.000166676
-9.46e-05 -0.000683911 -1.97e-05
-6.74e-05 9.79e-05 -0.00015482
-0.000114964 5.85e-05 -0.000341491
0.000102359 -3.93e-05 0.000120562
6.48e-05 2.3e-05 -3.46e-05
0.000140997 9.78e-06 0.000214435
7.42e-06 -9.69e-06 -0.000192334
-2.68e-07 8.06e-05 -0.000403092
4.65e-05 0.000165124 -0.000158451
-3.59e-05 -0.000577039 -2.52e-05
9.49e-05 0.000205908 -0.000392808
7.18e-05 0.000259839 -0.000427326
-7.27e-05 -0.00018006 -4.88e-05
-1.18e-05 0.000197258 5.67e-05
6.24e-05 1.18e-06 0.000116477
-4.49e-05 4.83e-05 2.61e-05
-6.47e-05 -6.01e-06 -0.000128135
2.99e-05 -4.56e-05 -0.000287347
5.93e-05 8.13e-05 -5.94e-05
-9.79e-05 -6.43e-05 -0.000261351
1.73e-05 0.00014755 -0.000168239
-1.54e-05 -3.33e-05 -0.00014099
-0.000240946 -3.54e-05 0.000215084
0.000198783 3.11e-05 7.77e-05
-2.56e-05 0.000172224 7.43e-05
0.000176785 0.000108932 -7.72e-05
-0.000101696 9.61e-05 -3.1e-05
0.000140716 0.001005136 -0.000108137
0.000169081 0.000121597 -5.17e-05
-0.000101039 -7.69e-05 5.2e-05
0.000104529 -3.92e-05 0.00018938
0.000142377 0.000795268 -9.26e-05
-4.24e-05 -0.000111568 5.91e-06
2.34e-05 2.81e-05 -9.66e-05
9.86e-05 0.000123407 -0.000111389
7.52e-05 8.53e-05 -9.18e-05
8.5e-06 9.16e-05 -4.41e-05
5.15e-05 0.000145332 -6.63e-05
0.000114256 0.000136067 -0.000142454
8.01e-05 9.87e-05 3.87e-06
-6.87e-05 0.000100432 -0.000111772
8.93e-06 0.000110361 -0.000104445
7.6e-05 0.000100173 0.000126961
-0.000135495 7.08e-06 0.000155953
-2.96e-08 -0.000209548 4.78e-05
-0.00010198 -0.000216168 -4.66e-05
0.000210355 0.000104786 5.54e-05
9.69e-05 5.47e-06 6.63e-05
9.62e-05 0.000178842 -0.000374071
0.000128621 8.81e-05 -0.000248406
6.38e-05 0.000195523 -8.14e-05
-1.9e-05 -0.00016934 0.000120678
-6.49e-05 -3.25e-05 0.000641197
-1.04e-05 -0.000329727 0.000111464
-7.56e-05 -6.25e-06 0.000517144
-1.54e-05 -0.000295041 0.000125581
-1.53e-05 -0.000295956 0.000124349
-0.000181942 -0.000276126 0.000247698
-0.000170366 -0.000299052 0.000272783
0.000109948 0.00010359 0.000171408
0.000578489 0.001206609 7.02e-05
0.000101458 0.00066825 -1.6e-05
-1.79e-05 -2.16e-05 2.25e-06
9.95e-05 0.000799547 -2.95e-05
1.48e-05 -0.000136584 2.16e-06
0.000128907 0.000359854 -0.000148845
0.000110208 0.000333005 -0.000141508
-7.41e-05 0.000167073 -6.89e-05
3.37e-05 4.19e-05 -0.000124644
-0.000312953 0.00013959 -2.45e-05
0.000145954 -7.19e-05 3.91e-05
9.17e-05 0.000884867 0.000141729
8.84e-05 0.000980026 0.000152393
5.37e-05 -0.000101159 6.52e-05
4.37e-05 -0.00012314 0.000125178
0.000115018 -7.16e-07 -4.45e-05
5.34e-05 0.000186626 -0.000447367
5.1e-05 0.000198037 -0.00012871
2.88e-05 -3.43e-05 -5.76e-05
-4.74e-05 -0.000408952 4.38e-05
-7.4e-05 0.000157174 -2.96e-05
-2.21e-05 8.01e-05 3.93e-05
-5.59e-05 -0.000339731 0.000139719
6.74e-05 8.4e-05 9.64e-05
8.23e-05 7.16e-05 0.000212077
4.33e-05 -6.8e-06 0.000470381
1.86e-05 -6.62e-05 0.000613469
5.46e-05 1.19e-05 0.000122353
-5.19e-05 9.64e-05 0.000224461
3.38e-05 -4.13e-05 -1.47e-05
-0.00014979 -0.000108588 -2.54e-05
2.55e-05 9.09e-05 7.23e-05
-4.92e-05 9.14e-05 7.31e-05
5.78e-05 -0.000242705 5.25e-05
0.000131869 0.000198056 -5.94e-05
2.51e-05 -0.00053093 4.05e-05
-4.88e-05 -0.000295315 1.76e-05
3.66e-05 8.04e-05 -0.00010714
6.57e-05 -0.000155466 -9.77e-05
6.11e-05 -0.00016941 -7.94e-05
6.51e-05 -0.000185434 -8.04e-05
6.24e-05 -0.000195341 -8.56e-05
6.21e-07 -0.000189223 -8.39e-05
1.54e-05 9.51e-07 -0.000124859
-6.71e-05 -0.000158946 4.7e-05
-4.98e-05 -0.000179598 2.22e-05
-7.49e-05 -8.25e-05 9.72e-05
-0.000108538 -7.38e-05 7.67e-05
-0.000109709 -0.00017702 0.001884337
-9.54e-05 -0.000212366 -8.4e-05
-0.000146148 -0.000341142 0.000105214
2.9e-06 0.000135831 -2.64e-05
-6.94e-05 -7.13e-05 5.1e-05
1.03e-05 9.47e-05 -6.61e-05
4.16e-06 9.78e-05 -6.7e-05
-8.9e-05 -0.000330118 0.000201837
-6.7e-05 -0.000561579 6.84e-05
-3.2e-05 -0.000733532 8.73e-05
-2.72e-05 -0.000180755 -7.89e-05
-5.1e-05 -0.000148084 -0.000110907
-8.34e-05 -0.002210496 8.13e-05
-1.19e-05 7.6e-06 -3.53e-05
-4.94e-06 -0.00043363 8.73e-05
2.29e-05 1.51e-05 -1.25e-05
-2.42e-06 1.95e-05 5.52e-05
-4.05e-05 0.000718795 -8.34e-05
5.44e-05 -0.000177696 0.000135095
6.14e-05 0.000142211 5.57e-05
-0.000142415 -0.000890052 -3.7e-05
-4.78e-05 -0.000147186 -0.000166802
-0.000144672 -0.000148459 -8.44e-05
-1.44e-05 0.000165494 -4.08e-06
1.79e-05 8.31e-05 -0.000138752
2.39e-06 3.82e-05 -0.000120894
3.18e-05 0.0001546 -9.52e-05
-0.0001321 -0.000156914 -1.3e-05
-4.28e-05 -1.68e-05 -6.44e-05
-0.00010418 -8.72e-05 3.86e-05
-1.9e-05 3.51e-05 2.58e-05
-1.99e-05 0.000135888 9.95e-05
5.57e-05 9.58e-05 0.000100843
5.07e-05 5.25e-05 -4.71e-05
5.8e-05 4.8e-05 -4.63e-05
-8.06e-05 -0.000515233 6.11e-05
-7.63e-05 -0.000510232 6.03e-05
-3.3e-05 0.000245129 7.23e-05
0.000110289 0.000176341 -9.27e-06
3.8e-05 0.000149864 -5.58e-05
0.000140697 0.00018061 -7.65e-05
8.64e-05 -3.66e-05 -1.43e-06
-3.06e-05 -9.96e-07 3.5e-05
0.000189056 0.000224799 7.09e-05
0.000231361 0.000190709 2.74e-05
0.000218611 0.000172303 2.77e-05
2.09e-05 -2.95e-05 -8.79e-05
0.000106737 -5.63e-06 3.57e-05
-0.000110238 -0.000286907 -6.38e-05
0.000114424 4.44e-05 -4.07e-05
-1.93e-05 0.000317979 4.69e-05
-3.4e-05 3.26e-05 -2.22e-05
0.000125118 -1.8e-05 2.47e-05
1.05e-05 0.004230665 0.000209392
0.000121984 0.000205389 -8.86e-05
-0.000195881 0.000141168 -8.37e-05
2.03e-05 0.000178127 6.73e-05
4.26e-05 8.24e-05 7.85e-05
-2.22e-05 0.000199323 1.51e-05
2.7e-05 -1.4e-05 7.64e-05
5.41e-05 -1.78e-05 2.4e-06
4.38e-05 6.78e-05 8.53e-05
2.82e-05 2.11e-05 5.1e-05
3.62e-05 8.99e-06 6.36e-05
2.57e-05 6.27e-05 -7.06e-05
-2.96e-05 8.23e-05 -0.000134162
1.57e-05 -6.46e-05 8.78e-06
-7.56e-06 9.04e-05 0.00010052
8.42e-05 -1.31e-05 -0.000468866
0.000108417 1.69e-05 -2.27e-05
-3.3e-05 5.73e-05 5.16e-05
8.82e-05 0.000116245 -2.94e-06
-6.79e-06 6.86e-05 -4.89e-05
9.66e-05 7.66e-05 0.000148951
-5.33e-05 -4.25e-05 -7.97e-06
-1.02e-05 0.000124981 -0.000100246
0.000208912 0.000102592 5.81e-05
5.85e-05 9.2e-05 9.59e-05
-5.57e-05 -0.000136816 2.26e-05
-7.57e-06 -5.47e-05 7.24e-05
-8.23e-05 -8.82e-05 1.54e-05
1.62e-05 6.41e-06 2.98e-05
1.26e-05 -9.14e-05 -0.000151443
7.46e-05 0.000104803 0.000134295
-4.79e-05 0.000125378 6.32e-05
-0.000155352 0.000107116 -6.51e-06
-0.000160131 1.96e-05 -9.17e-05
0.000106338 0.000139332 -0.000145707
-2.35e-05 -0.000130333 -5.69e-05
0.000148022 0.000480043 -8.77e-05
-6.84e-06 5.24e-05 5.91e-05
-8.51e-05 4.38e-05 -5.03e-05
-8.92e-05 -3.7e-05 1.36e-05
-9.81e-05 -8.65e-05 -9.64e-05
-4.02e-05 9.45e-06 -7.15e-05
0.000152487 0.000188428 0.000109919
-3.61e-05 -0.00047145 0.000101981
-1.58e-05 7.3e-05 2.93e-05
-0.000159948 -6.18e-05 3.79e-05
-0.000116194 -3.31e-05 8.7e-05
-0.000166477 -6.63e-05 8.59e-05
-0.000167024 -6.47e-05 3.99e-05
-5.75e-06 4.44e-05 1.31e-05
-0.000150896 -0.000116556 -2.5e-05
1.26e-05 -2.83e-05 4.17e-05
9.27e-06 1.99e-06 7.74e-05
-3.02e-05 0.001688778 0.00010661
-0.00013189 -0.000131867 0.000268738
1.75e-05 -5.26e-05 0.000305909
-1.28e-05 0.00079805 2.76e-05
-3.7e-05 0.00047608 7.71e-05
-9.52e-05 1.6e-05 -6.37e-05
-1.01e-05 7.29e-05 2.84e-05
-0.000485676 7.77e-05 9.34e-05
6.57e-06 0.000119673 -0.000123394
6.86e-06 0.000112348 -0.000140582
-6.66e-06 -4.08e-05 3.11e-06
-7.58e-05 6e-05 -1.12e-06
-0.000102517 -0.000106158 0.000366256
-4.16e-05 -7.02e-05 0.000177763
2.7e-05 5.63e-05 -3.28e-05
0.000101358 -9.4e-05 0.000286318
0.00011086 0.000115801 -2.57e-06
4.95e-05 -0.000159312 -7.9e-06
4.49e-05 -0.000127245 2.34e-06
2.77e-06 -0.000155766 -5.79e-05
